[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 12, 10, 16], 976080.0, 889866.0, 1
[2, 9, 0, 14, 15, 8, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 872642.0, 964372.0, 1
[14, 2, 0, 9, 15, 8, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 910546.0, 937940.0, 1
[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 10, 6, 17, 1, 19, 3, 12, 16, 5], 960040.0, 915476.0, 1
[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 938770.0, 919996.0, 1
[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 12, 6, 17, 1, 19, 3, 10, 5, 16], 948156.0, 919812.0, 1
[2, 9, 15, 14, 0, 8, 13, 4, 18, 10, 7, 5, 6, 17, 1, 19, 11, 3, 16, 12], 875422.0, 999350.0, 2
[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 12, 6, 17, 1, 19, 3, 10, 16, 5], 952644.0, 922186.0, 2
[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 12, 6, 17, 1, 19, 3, 10, 16, 5], 952644.0, 922186.0, 2
[2, 9, 14, 0, 15, 13, 8, 4, 18, 11, 7, 5, 6, 17, 1, 19, 16, 10, 3, 12], 943050.0, 951508.0, 2
[2, 9, 0, 14, 15, 8, 13, 4, 18, 11, 7, 12, 6, 17, 1, 19, 3, 10, 16, 5], 893968.0, 966752.0, 2
[15, 2, 9, 14, 0, 8, 13, 4, 18, 10, 7, 5, 6, 17, 1, 19, 3, 11, 16, 12], 878458.0, 973564.0, 2
[14, 2, 0, 9, 8, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 919384.0, 956496.0, 2
[14, 2, 9, 8, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 911876.0, 965310.0, 2
[14, 2, 0, 9, 8, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 919384.0, 956496.0, 2
[15, 2, 9, 14, 0, 8, 13, 4, 18, 10, 7, 5, 6, 17, 1, 19, 3, 11, 16, 12], 878458.0, 973564.0, 2
[14, 2, 9, 8, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 911876.0, 965310.0, 2
[14, 2, 0, 9, 8, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 919384.0, 956496.0, 2
[14, 2, 0, 9, 15, 13, 8, 4, 18, 11, 7, 12, 6, 17, 1, 19, 3, 10, 16, 5], 952644.0, 922186.0, 2
[14, 2, 9, 8, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 911876.0, 965310.0, 2
[14, 2, 9, 8, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 911876.0, 965310.0, 2
[2, 9, 15, 14, 0, 8, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 882494.0, 999460.0, 3
[2, 9, 15, 14, 0, 8, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 882494.0, 999460.0, 3
[14, 2, 9, 0, 15, 13, 4, 8, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 970226.0, 937434.0, 3
[14, 2, 9, 0, 15, 13, 4, 8, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 970226.0, 937434.0, 3
