[17, 13, 0, 15, 5, 6, 10, 14, 12, 18, 4, 2, 9, 3, 1, 8, 16, 7, 19, 11], 990998.0, 946764.0, 1
[13, 5, 6, 7, 15, 0, 10, 12, 3, 18, 17, 2, 4, 16, 14, 19, 9, 1, 8, 11], 897200.0, 997804.0, 1
[1, 13, 0, 11, 5, 19, 6, 10, 14, 18, 4, 2, 9, 3, 12, 15, 17, 8, 16, 7], 968720.0, 961234.0, 1
[1, 13, 0, 15, 17, 2, 10, 19, 3, 8, 12, 5, 14, 11, 18, 4, 6, 16, 9, 7], 926206.0, 980620.0, 1
[8, 2, 14, 15, 13, 4, 18, 11, 0, 5, 6, 17, 3, 10, 7, 19, 9, 1, 16, 12], 955706.0, 964500.0, 1
[14, 2, 9, 8, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 911876.0, 965310.0, 1
[15, 2, 9, 14, 0, 8, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 16, 10, 3, 12], 909400.0, 979764.0, 1
[13, 5, 6, 7, 15, 0, 10, 12, 3, 18, 4, 2, 17, 16, 14, 19, 9, 1, 8, 11], 904648.0, 993366.0, 1
[8, 2, 9, 14, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 907324.0, 983522.0, 1
[13, 5, 6, 7, 15, 0, 10, 12, 3, 18, 4, 2, 17, 16, 14, 19, 9, 1, 8, 11], 904648.0, 993366.0, 1
[13, 5, 6, 7, 15, 0, 10, 12, 3, 2, 4, 14, 18, 17, 16, 19, 9, 1, 8, 11], 907470.0, 983160.0, 1
[14, 2, 9, 8, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 911876.0, 965310.0, 1
[8, 2, 9, 14, 0, 15, 13, 4, 18, 11, 7, 5, 6, 17, 1, 19, 3, 10, 16, 12], 907324.0, 983522.0, 1
[8, 2, 9, 14, 0, 15, 10, 13, 5, 6, 18, 4, 7, 11, 1, 19, 3, 17, 16, 12], 936312.0, 1053952.0, 2
[13, 5, 7, 10, 14, 15, 3, 2, 8, 18, 12, 6, 0, 4, 17, 16, 19, 9, 1, 11], 904362.0, 1012924.0, 2
[8, 2, 13, 14, 3, 15, 18, 11, 17, 0, 6, 4, 5, 10, 7, 19, 9, 1, 16, 12], 1017088.0, 964460.0, 2
[14, 2, 9, 0, 15, 13, 4, 18, 11, 5, 6, 1, 19, 3, 10, 12, 17, 8, 16, 7], 1000954.0, 1006300.0, 2
[17, 7, 19, 5, 6, 13, 2, 15, 18, 0, 12, 3, 4, 16, 9, 1, 11, 8, 14, 10], 945398.0, 1036430.0, 2
[17, 13, 0, 5, 6, 10, 14, 12, 4, 2, 18, 15, 9, 3, 1, 8, 16, 7, 19, 11], 974988.0, 998414.0, 2
[13, 5, 6, 12, 16, 17, 7, 15, 18, 14, 10, 3, 2, 4, 19, 0, 9, 1, 8, 11], 915760.0, 991320.0, 2
[1, 13, 0, 11, 2, 9, 14, 15, 4, 18, 5, 6, 17, 19, 3, 10, 12, 8, 16, 7], 953818.0, 985678.0, 2
[13, 5, 7, 10, 14, 15, 3, 2, 18, 12, 6, 0, 4, 17, 16, 19, 9, 1, 8, 11], 919614.0, 972464.0, 2
[13, 14, 6, 7, 15, 18, 10, 4, 2, 3, 19, 17, 5, 16, 0, 12, 9, 1, 8, 11], 922970.0, 1029198.0, 2
[17, 9, 11, 1, 16, 8, 5, 15, 18, 14, 10, 3, 2, 4, 7, 0, 6, 19, 12, 13], 931258.0, 1028564.0, 2
[13, 5, 2, 10, 6, 7, 15, 18, 14, 12, 3, 4, 17, 16, 0, 19, 9, 1, 8, 11], 907958.0, 1013416.0, 2
